"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"6868","Native 39","gp",6,-0.5,"!","{The_neighbour}","1",2377,0.5,0.5
"6875","Native 39","gp",23,0.5,"!","{The_mother_washed_the_child}","0",2331,0.5,0.5
"6879","Native 39","gp",1,0.5,"!","{The_man}","1",2899,0.5,0.5
"6883","Native 39","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",2898,0.5,0.5
"6887","Native 39","gp",8,-0.5,"!","{Mary_dressed_herself}","1",1458,0.5,0.5
"6897","Native 39","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",2757,0.5,0.5
"6904","Native 39","gp",14,-0.5,"!","{The_nurse}","1",1830,0.5,0.5
"6907","Native 39","gp",9,0.5,"!","{The_pianist}","0",5220,0.5,0.5
"6918","Native 39","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",4407,0.5,0.5
"6929","Native 39","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",5227,0.5,0.5
"6937","Native 39","gp",22,-0.5,"!","{The_coach}","1",1948,0.5,0.5
"6951","Native 39","gp",18,-0.5,"!","{The_baby}","1",1422,0.5,0.5
"6961","Native 39","gp",15,0.5,"!","{The_aunt_dressed_herself}","1",2134,0.5,0.5
"6964","Native 39","gp",21,0.5,"!","{Anna}","0",1346,0.5,0.5
"6971","Native 39","gp",10,-0.5,"!","{The_General}","1",1658,0.5,0.5
"6978","Native 39","gp",17,0.5,"!","{The_terrorist}","1",1674,0.5,0.5
"6984","Native 39","gp",13,0.5,"!","{The_boy}","1",1644,0.5,0.5
"6988","Native 39","gp",2,-0.5,"!","{The_baby}","1",1894,0.5,0.5
"6991","Native 39","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",3038,0.5,0.5
"7001","Native 39","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",2703,0.5,0.5
"7008","Native 39","gp",5,0.5,"!","{The_boy}","1",1542,0.5,0.5
"7019","Native 39","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2207,0.5,0.5
"7039","Native 40","gp",8,0.5,"!","{The_boy}","1",1606,0.5,0.5
"7049","Native 40","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",4474,0.5,0.5
"7066","Native 40","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",3989,0.5,0.5
"7078","Native 40","gp",23,-0.5,"!","{The_mother_washed_the_child}","0",5463,0.5,0.5
"7086","Native 40","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",4491,0.5,0.5
"7090","Native 40","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",3614,0.5,0.5
"7098","Native 40","gp",17,-0.5,"!","{The_terrorist}","1",1580,0.5,0.5
"7105","Native 40","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",2555,0.5,0.5
"7111","Native 40","gp",18,0.5,"!","{The_father_washed_the_baby}","0",2513,0.5,0.5
"7129","Native 40","gp",4,0.5,"!","{The_two_children}","0",2080,0.5,0.5
"7139","Native 40","gp",12,0.5,"!","{The_baby}","1",5614,0.5,0.5
"7145","Native 40","gp",9,-0.5,"!","{The_singer}","1",1620,0.5,0.5
"7150","Native 40","gp",20,0.5,"!","{The_two_friends}","0",2478,0.5,0.5
"7153","Native 40","gp",16,0.5,"!","{The_researcher}","0",3490,0.5,0.5
"7156","Native 40","gp",10,0.5,"!","{The_two_soldiers_fought_the_General}","0",3684,0.5,0.5
"7159","Native 40","gp",13,-0.5,"!","{The_boy}","1",2396,0.5,0.5
"7166","Native 40","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",6940,0.5,0.5
"7170","Native 40","gp",5,-0.5,"!","{The_boy}","1",1783,0.5,0.5
"7174","Native 40","gp",24,0.5,"!","{The_actresses}","0",3755,0.5,0.5
"7178","Native 40","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",2874,0.5,0.5
"7182","Native 40","gp",1,-0.5,"!","{The_lawyer}","0",3494,0.5,0.5
"7188","Native 40","gp",21,-0.5,"!","{The_child}","1",1501,0.5,0.5
"7194","Native 40","gp",2,0.5,"!","{The_mother_dressed_the_baby}","0",1749,0.5,0.5
"7198","Native 40","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",3680,0.5,0.5
"7216","Non-Native 1","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",3844,0.5,0.5
"7223","Non-Native 1","gp",3,0.5,"!","{The_president}","1",1844,0.5,0.5
"7229","Non-Native 1","gp",4,-0.5,"!","{The_friend}","1",2138,0.5,0.5
"7233","Non-Native 1","gp",7,0.5,"!","{The_lady}","1",1510,0.5,0.5
"7262","Non-Native 1","gp",9,0.5,"!","{The_pianist_calmed_himself_down}","1",3042,0.5,0.5
"7268","Non-Native 1","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",3319,0.5,0.5
"7275","Non-Native 1","gp",5,0.5,"!","{The_father_washed_the_boy}","0",2108,0.5,0.5
"7289","Non-Native 1","gp",20,-0.5,"!","{The_man}","1",1897,0.5,0.5
"7292","Non-Native 1","gp",19,0.5,"!","{The_basketball_player}","1",2853,0.5,0.5
"7300","Non-Native 1","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",3400,0.5,0.5
"7306","Non-Native 1","gp",2,-0.5,"!","{The_mother_dressed_herself}","1",3563,0.5,0.5
"7312","Non-Native 1","gp",12,-0.5,"!","{The_baby}","1",1747,0.5,0.5
"7316","Non-Native 1","gp",18,-0.5,"!","{The_father_washed_himself}","1",2748,0.5,0.5
"7326","Non-Native 1","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",4765,0.5,0.5
"7330","Non-Native 1","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",3444,0.5,0.5
"7333","Non-Native 1","gp",11,0.5,"!","{The_friend}","1",1691,0.5,0.5
"7336","Non-Native 1","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",1904,0.5,0.5
"7340","Non-Native 1","gp",24,-0.5,"!","{The_director}","1",2375,0.5,0.5
"7344","Non-Native 1","gp",16,-0.5,"!","{The_assistant}","1",1960,0.5,0.5
"7347","Non-Native 1","gp",21,0.5,"!","{Anna_dressed_herself}","1",1626,0.5,0.5
"7351","Non-Native 1","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2226,0.5,0.5
"7359","Non-Native 1","gp",15,0.5,"!","{The_boy}","1",3248,0.5,0.5
"7371","Non-Native 1","gp",23,0.5,"!","{The_child}","1",4003,0.5,0.5
"7375","Non-Native 1","gp",8,-0.5,"!","{The_boy}","1",1513,0.5,0.5
"7395","Non-Native 2","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",3657,0.5,0.5
"7402","Non-Native 2","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",2911,0.5,0.5
"7409","Non-Native 2","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",2561,0.5,0.5
"7417","Non-Native 2","gp",15,-0.5,"!","{The_boy}","1",1028,0.5,0.5
"7423","Non-Native 2","gp",2,0.5,"!","{The_mother}","0",2794,0.5,0.5
"7430","Non-Native 2","gp",10,0.5,"!","{The_two_soldiers}","0",1124,0.5,0.5
"7441","Non-Native 2","gp",6,0.5,"!","{The_neighbour}","1",972,0.5,0.5
"7447","Non-Native 2","gp",19,-0.5,"!","{The_basketball_player}","1",1542,0.5,0.5
"7461","Non-Native 2","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",2585,0.5,0.5
"7465","Non-Native 2","gp",14,0.5,"!","{The_nurse}","1",1586,0.5,0.5
"7469","Non-Native 2","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",1956,0.5,0.5
"7475","Non-Native 2","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2505,0.5,0.5
"7486","Non-Native 2","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",2174,0.5,0.5
"7489","Non-Native 2","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",2652,0.5,0.5
"7493","Non-Native 2","gp",3,-0.5,"!","{The_president}","1",1444,0.5,0.5
"7497","Non-Native 2","gp",23,-0.5,"!","{The_child}","1",1108,0.5,0.5
"7507","Non-Native 2","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",3468,0.5,0.5
"7514","Non-Native 2","gp",5,-0.5,"!","{The_father_washed_himself}","1",1921,0.5,0.5
"7524","Non-Native 2","gp",11,-0.5,"!","{The_friend}","1",1136,0.5,0.5
"7542","Non-Native 2","gp",21,-0.5,"!","{Anna_dressed_herself}","1",1236,0.5,0.5
"7545","Non-Native 2","gp",18,0.5,"!","{The_baby}","1",2386,0.5,0.5
"7548","Non-Native 2","gp",22,0.5,"!","{The_coach}","1",2255,0.5,0.5
"7552","Non-Native 2","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",1454,0.5,0.5
"7559","Non-Native 2","gp",7,-0.5,"!","{The_lady}","1",953,0.5,0.5
"7579","Non-Native 3","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",4729,0.5,0.5
"7582","Non-Native 3","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",3223,0.5,0.5
"7594","Non-Native 3","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",3367,0.5,0.5
"7601","Non-Native 3","gp",18,-0.5,"!","{The_baby}","1",1989,0.5,0.5
"7605","Non-Native 3","gp",22,-0.5,"!","{The_coach}","1",2556,0.5,0.5
"7609","Non-Native 3","gp",9,0.5,"!","{The_pianist}","0",12669,0.5,0.5
"7612","Non-Native 3","gp",6,-0.5,"!","{The_neighbour}","1",1922,0.5,0.5
"7627","Non-Native 3","gp",13,0.5,"!","{The_boy}","1",1870,0.5,0.5
"7630","Non-Native 3","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",2743,0.5,0.5
"7636","Non-Native 3","gp",15,0.5,"!","{The_aunt_dressed_herself}","1",2633,0.5,0.5
"7648","Non-Native 3","gp",23,0.5,"!","{The_mother_washed_herself}","1",1790,0.5,0.5
"7656","Non-Native 3","gp",1,0.5,"!","{The_man}","1",1631,0.5,0.5
"7671","Non-Native 3","gp",14,-0.5,"!","{The_nurse}","1",1757,0.5,0.5
"7678","Non-Native 3","gp",7,0.5,"!","{The_man_woke_himself_up}","1",3518,0.5,0.5
"7682","Non-Native 3","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",2973,0.5,0.5
"7699","Non-Native 3","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",2909,0.5,0.5
"7702","Non-Native 3","gp",21,0.5,"!","{The_child}","1",2411,0.5,0.5
"7708","Non-Native 3","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",3495,0.5,0.5
"7719","Non-Native 3","gp",5,0.5,"!","{The_boy}","1",3324,0.5,0.5
"7725","Non-Native 3","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",2618,0.5,0.5
"7729","Non-Native 3","gp",10,-0.5,"!","{The_General}","1",2177,0.5,0.5
"7732","Non-Native 3","gp",17,0.5,"!","{The_terrorist}","1",2360,0.5,0.5
"7735","Non-Native 3","gp",8,-0.5,"!","{Mary_dressed_herself}","1",3633,0.5,0.5
"7738","Non-Native 3","gp",2,-0.5,"!","{The_baby}","1",1910,0.5,0.5
"7759","Non-Native 4","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",2515,0.5,0.5
"7762","Non-Native 4","gp",12,0.5,"!","{The_baby}","1",1212,0.5,0.5
"7771","Non-Native 4","gp",21,-0.5,"!","{The_child}","1",1585,0.5,0.5
"7774","Non-Native 4","gp",24,0.5,"!","{The_actresses}","0",2472,0.5,0.5
"7778","Non-Native 4","gp",17,-0.5,"!","{The_terrorist}","1",1088,0.5,0.5
"7785","Non-Native 4","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",2739,0.5,0.5
"7795","Non-Native 4","gp",4,0.5,"!","{The_friend}","1",1058,0.5,0.5
"7799","Non-Native 4","gp",16,0.5,"!","{The_assistant}","1",3170,0.5,0.5
"7803","Non-Native 4","gp",2,0.5,"!","{The_mother_dressed_the_baby}","0",1869,0.5,0.5
"7807","Non-Native 4","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",1286,0.5,0.5
"7814","Non-Native 4","gp",8,0.5,"!","{The_boy}","1",2749,0.5,0.5
"7828","Non-Native 4","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",1580,0.5,0.5
"7832","Non-Native 4","gp",23,-0.5,"!","{The_mother_washed_the_child}","0",3461,0.5,0.5
"7838","Non-Native 4","gp",13,-0.5,"!","{The_boy}","1",1443,0.5,0.5
"7845","Non-Native 4","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",2300,0.5,0.5
"7852","Non-Native 4","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",1120,0.5,0.5
"7856","Non-Native 4","gp",1,-0.5,"!","{The_man}","1",1064,0.5,0.5
"7863","Non-Native 4","gp",20,0.5,"!","{The_man}","1",2021,0.5,0.5
"7870","Non-Native 4","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",2919,0.5,0.5
"7873","Non-Native 4","gp",9,-0.5,"!","{The_singer}","1",1267,0.5,0.5
"7888","Non-Native 4","gp",10,0.5,"!","{The_two_soldiers_fought_each_other}","1",2556,0.5,0.5
"7894","Non-Native 4","gp",18,0.5,"!","{The_father_washed_the_baby}","0",1469,0.5,0.5
"7901","Non-Native 4","gp",5,-0.5,"!","{The_boy}","1",1838,0.5,0.5
"7908","Non-Native 4","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",2314,0.5,0.5
"7938","Non-Native 5","gp",19,0.5,"!","{The_basketball_player}","1",2411,0.5,0.5
"7947","Non-Native 5","gp",4,-0.5,"!","{The_friend}","1",1865,0.5,0.5
"7950","Non-Native 5","gp",7,0.5,"!","{The_lady}","1",1604,0.5,0.5
"7957","Non-Native 5","gp",16,-0.5,"!","{The_assistant}","1",4299,0.5,0.5
"7965","Non-Native 5","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",2875,0.5,0.5
"7971","Non-Native 5","gp",2,-0.5,"!","{The_mother_dressed_the_baby}","0",3629,0.5,0.5
"7978","Non-Native 5","gp",3,0.5,"!","{The_president}","1",1976,0.5,0.5
"7981","Non-Native 5","gp",18,-0.5,"!","{The_father_washed_the_baby}","0",3630,0.5,0.5
"7991","Non-Native 5","gp",23,0.5,"!","{The_mother}","0",2373,0.5,0.5
"7998","Non-Native 5","gp",21,0.5,"!","{Anna_dressed_the_child}","0",1624,0.5,0.5
"8008","Non-Native 5","gp",13,0.5,"!","{The_girl_calmed_the_boy_down}","0",3354,0.5,0.5
"8020","Non-Native 5","gp",8,-0.5,"!","{The_boy}","1",2142,0.5,0.5
"8023","Non-Native 5","gp",15,0.5,"!","{The_aunt}","0",1437,0.5,0.5
"8027","Non-Native 5","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",3330,0.5,0.5
"8035","Non-Native 5","gp",24,-0.5,"!","{The_actresses}","0",3337,0.5,0.5
"8042","Non-Native 5","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",3234,0.5,0.5
"8045","Non-Native 5","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2809,0.5,0.5
"8053","Non-Native 5","gp",11,0.5,"!","{The_lady}","0",2132,0.5,0.5
"8064","Non-Native 5","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",2597,0.5,0.5
"8073","Non-Native 5","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",2285,0.5,0.5
"8077","Non-Native 5","gp",5,0.5,"!","{The_father_washed_the_boy}","0",1943,0.5,0.5
"8085","Non-Native 5","gp",9,0.5,"!","{The_pianist_calmed_the_singer_down}","0",3653,0.5,0.5
"8088","Non-Native 5","gp",20,-0.5,"!","{The_man}","1",1902,0.5,0.5
"8098","Non-Native 5","gp",12,-0.5,"!","{The_baby}","1",2848,0.5,0.5
"8115","Non-Native 6","gp",5,-0.5,"!","{The_father_washed_himself}","1",4095,0.5,0.5
"8119","Non-Native 6","gp",11,-0.5,"!","{The_friend}","1",1612,0.5,0.5
"8132","Non-Native 6","gp",6,0.5,"!","{The_neighbour}","1",1813,0.5,0.5
"8142","Non-Native 6","gp",2,0.5,"!","{The_baby}","1",2120,0.5,0.5
"8145","Non-Native 6","gp",10,0.5,"!","{The_General}","1",2816,0.5,0.5
"8148","Non-Native 6","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",3729,0.5,0.5
"8155","Non-Native 6","gp",15,-0.5,"!","{The_boy}","1",1811,0.5,0.5
"8163","Non-Native 6","gp",20,0.5,"!","{The_two_friends_met_the_man}","0",3125,0.5,0.5
"8170","Non-Native 6","gp",3,-0.5,"!","{The_president}","1",1585,0.5,0.5
"8173","Non-Native 6","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",3398,0.5,0.5
"8184","Non-Native 6","gp",7,-0.5,"!","{The_lady}","1",2098,0.5,0.5
"8192","Non-Native 6","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",2534,0.5,0.5
"8198","Non-Native 6","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",3563,0.5,0.5
"8201","Non-Native 6","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",2873,0.5,0.5
"8215","Non-Native 6","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",2478,0.5,0.5
"8219","Non-Native 6","gp",16,0.5,"!","{The_researcher_woke_the_assistant_up}","0",2823,0.5,0.5
"8222","Non-Native 6","gp",14,0.5,"!","{The_doctor}","0",2617,0.5,0.5
"8229","Non-Native 6","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",3084,0.5,0.5
"8233","Non-Native 6","gp",23,-0.5,"!","{The_child}","1",1661,0.5,0.5
"8250","Non-Native 6","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2582,0.5,0.5
"8254","Non-Native 6","gp",22,0.5,"!","{The_coach}","1",1860,0.5,0.5
"8268","Non-Native 6","gp",18,0.5,"!","{The_baby}","1",5989,0.5,0.5
"8275","Non-Native 6","gp",19,-0.5,"!","{The_basketball_player}","1",1552,0.5,0.5
"8279","Non-Native 6","gp",21,-0.5,"!","{Anna_dressed_herself}","1",2601,0.5,0.5
"8296","Non-Native 7","gp",3,0.5,"!","{The_two_journalists_met_the_president}","0",2964,0.5,0.5
"8300","Non-Native 7","gp",17,0.5,"!","{The_terrorist}","1",2381,0.5,0.5
"8305","Non-Native 7","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",2833,0.5,0.5
"8312","Non-Native 7","gp",18,-0.5,"!","{The_baby}","1",1646,0.5,0.5
"8315","Non-Native 7","gp",13,0.5,"!","{The_boy}","1",1324,0.5,0.5
"8318","Non-Native 7","gp",22,-0.5,"!","{The_coach}","1",1700,0.5,0.5
"8332","Non-Native 7","gp",1,0.5,"!","{The_lawyer}","0",2661,0.5,0.5
"8338","Non-Native 7","gp",7,0.5,"!","{The_man_woke_himself_up}","1",4372,0.5,0.5
"8345","Non-Native 7","gp",5,0.5,"!","{The_father}","0",3607,0.5,0.5
"8349","Non-Native 7","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",3700,0.5,0.5
"8357","Non-Native 7","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",2960,0.5,0.5
"8364","Non-Native 7","gp",9,0.5,"!","{The_pianist}","0",2553,0.5,0.5
"8372","Non-Native 7","gp",15,0.5,"!","{The_aunt_dressed_the_boy}","0",2322,0.5,0.5
"8379","Non-Native 7","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",4266,0.5,0.5
"8386","Non-Native 7","gp",23,0.5,"!","{The_mother_washed_the_child}","0",2185,0.5,0.5
"8404","Non-Native 7","gp",6,-0.5,"!","{The_neighbour}","1",2836,0.5,0.5
"8407","Non-Native 7","gp",10,-0.5,"!","{The_General}","1",2029,0.5,0.5
"8414","Non-Native 7","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",1738,0.5,0.5
"8420","Non-Native 7","gp",2,-0.5,"!","{The_baby}","1",2359,0.5,0.5
"8424","Non-Native 7","gp",8,-0.5,"!","{Mary_dressed_herself}","1",2836,0.5,0.5
"8431","Non-Native 7","gp",21,0.5,"!","{The_child}","1",5031,0.5,0.5
"8438","Non-Native 7","gp",14,-0.5,"!","{The_nurse}","1",2369,0.5,0.5
"8445","Non-Native 7","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",5812,0.5,0.5
"8448","Non-Native 7","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2375,0.5,0.5
"8480","Non-Native 8","gp",23,-0.5,"!","{The_mother_washed_herself}","1",3574,0.5,0.5
"8485","Non-Native 8","gp",24,0.5,"!","{The_actresses}","0",2478,0.5,0.5
"8491","Non-Native 8","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",4532,0.5,0.5
"8494","Non-Native 8","gp",4,0.5,"!","{The_two_children}","0",1941,0.5,0.5
"8501","Non-Native 8","gp",5,-0.5,"!","{The_boy}","1",2185,0.5,0.5
"8508","Non-Native 8","gp",13,-0.5,"!","{The_boy}","1",1881,0.5,0.5
"8515","Non-Native 8","gp",2,0.5,"!","{The_mother_dressed_the_baby}","0",2367,0.5,0.5
"8519","Non-Native 8","gp",15,-0.5,"!","{The_aunt_dressed_the_boy}","0",1798,0.5,0.5
"8533","Non-Native 8","gp",9,-0.5,"!","{The_singer}","1",1554,0.5,0.5
"8543","Non-Native 8","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",5442,0.5,0.5
"8550","Non-Native 8","gp",19,-0.5,"!","{The_coach_calmed_the_basketball_player_down}","0",3762,0.5,0.5
"8554","Non-Native 8","gp",12,0.5,"!","{The_nurse}","0",4455,0.5,0.5
"8557","Non-Native 8","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",9266,0.5,0.5
"8564","Non-Native 8","gp",10,0.5,"!","{The_two_soldiers_fought_the_General}","0",3592,0.5,0.5
"8570","Non-Native 8","gp",17,-0.5,"!","{The_terrorist}","1",2585,0.5,0.5
"8582","Non-Native 8","gp",16,0.5,"!","{The_assistant}","1",2231,0.5,0.5
"8589","Non-Native 8","gp",18,0.5,"!","{The_father_washed_the_baby}","0",3121,0.5,0.5
"8592","Non-Native 8","gp",8,0.5,"!","{Mary}","0",3689,0.5,0.5
"8602","Non-Native 8","gp",22,0.5,"!","{The_two_footballers_fought_the_coach}","0",2801,0.5,0.5
"8610","Non-Native 8","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",3341,0.5,0.5
"8613","Non-Native 8","gp",21,-0.5,"!","{The_child}","1",2050,0.5,0.5
"8624","Non-Native 8","gp",1,-0.5,"!","{The_lawyer}","0",3695,0.5,0.5
"8635","Non-Native 8","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",4823,0.5,0.5
"8638","Non-Native 8","gp",20,0.5,"!","{The_man}","1",1913,0.5,0.5
"8656","Non-Native 9","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",2559,0.5,0.5
"8660","Non-Native 9","gp",21,0.5,"!","{Anna_dressed_herself}","1",1804,0.5,0.5
"8667","Non-Native 9","gp",11,0.5,"!","{The_friend}","1",1081,0.5,0.5
"8670","Non-Native 9","gp",9,0.5,"!","{The_pianist_calmed_the_singer_down}","0",2545,0.5,0.5
"8676","Non-Native 9","gp",15,0.5,"!","{The_aunt}","0",1342,0.5,0.5
"8682","Non-Native 9","gp",24,-0.5,"!","{The_director}","1",1031,0.5,0.5
"8690","Non-Native 9","gp",19,0.5,"!","{The_basketball_player}","1",1442,0.5,0.5
"8699","Non-Native 9","gp",16,-0.5,"!","{The_assistant}","1",1361,0.5,0.5
"8710","Non-Native 9","gp",12,-0.5,"!","{The_baby}","1",991,0.5,0.5
"8716","Non-Native 9","gp",17,0.5,"!","{The_two_men_fought_the_terrorist}","0",2006,0.5,0.5
"8720","Non-Native 9","gp",8,-0.5,"!","{The_boy}","1",1512,0.5,0.5
"8729","Non-Native 9","gp",23,0.5,"!","{The_child}","1",1537,0.5,0.5
"8732","Non-Native 9","gp",10,-0.5,"!","{The_two_soldiers_fought_the_General}","0",2253,0.5,0.5
"8740","Non-Native 9","gp",2,-0.5,"!","{The_mother_dressed_the_baby}","0",1618,0.5,0.5
"8751","Non-Native 9","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",2493,0.5,0.5
"8761","Non-Native 9","gp",20,-0.5,"!","{The_man}","1",997,0.5,0.5
"8769","Non-Native 9","gp",3,0.5,"!","{The_president}","1",1886,0.5,0.5
"8772","Non-Native 9","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",1771,0.5,0.5
"8790","Non-Native 9","gp",4,-0.5,"!","{The_friend}","1",1115,0.5,0.5
"8798","Non-Native 9","gp",18,-0.5,"!","{The_father_washed_himself}","1",2599,0.5,0.5
"8804","Non-Native 9","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",2493,0.5,0.5
"8807","Non-Native 9","gp",5,0.5,"!","{The_father_washed_himself}","1",2032,0.5,0.5
"8811","Non-Native 9","gp",7,0.5,"!","{The_lady}","1",1527,0.5,0.5
"8815","Non-Native 9","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",2094,0.5,0.5
"8835","Non-Native 10","gp",23,-0.5,"!","{The_child}","1",1145,0.5,0.5
"8838","Non-Native 10","gp",19,-0.5,"!","{The_basketball_player}","1",1567,0.5,0.5
"8845","Non-Native 10","gp",1,-0.5,"!","{The_lawyer_calmed_the_man_down}","0",5345,0.5,0.5
"8848","Non-Native 10","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",2692,0.5,0.5
"8855","Non-Native 10","gp",11,-0.5,"!","{The_friend}","1",1070,0.5,0.5
"8863","Non-Native 10","gp",3,-0.5,"!","{The_president}","1",1148,0.5,0.5
"8870","Non-Native 10","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",4235,0.5,0.5
"8883","Non-Native 10","gp",7,-0.5,"!","{The_lady}","1",1975,0.5,0.5
"8895","Non-Native 10","gp",5,-0.5,"!","{The_father_washed_the_boy}","0",3080,0.5,0.5
"8898","Non-Native 10","gp",18,0.5,"!","{The_father}","0",3058,0.5,0.5
"8905","Non-Native 10","gp",10,0.5,"!","{The_two_soldiers}","0",2028,0.5,0.5
"8908","Non-Native 10","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",2750,0.5,0.5
"8912","Non-Native 10","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",2257,0.5,0.5
"8918","Non-Native 10","gp",2,0.5,"!","{The_mother}","0",2365,0.5,0.5
"8926","Non-Native 10","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",2029,0.5,0.5
"8930","Non-Native 10","gp",17,-0.5,"!","{The_two_men_fought_the_terrorist}","0",2398,0.5,0.5
"8934","Non-Native 10","gp",22,0.5,"!","{The_two_footballers}","0",1531,0.5,0.5
"8941","Non-Native 10","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",2310,0.5,0.5
"8948","Non-Native 10","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",1955,0.5,0.5
"8963","Non-Native 10","gp",8,0.5,"!","{Mary_dressed_herself}","1",1226,0.5,0.5
"8971","Non-Native 10","gp",15,-0.5,"!","{The_boy}","1",1730,0.5,0.5
"8981","Non-Native 10","gp",6,0.5,"!","{The_two_kids}","0",2253,0.5,0.5
"8995","Non-Native 10","gp",21,-0.5,"!","{Anna_dressed_herself}","1",1352,0.5,0.5
"8998","Non-Native 10","gp",14,0.5,"!","{The_nurse}","1",2379,0.5,0.5
"9016","Non-Native 11","gp",19,0.5,"!","{The_coach_calmed_the_basketball_player_down}","0",3984,0.5,0.5
"9022","Non-Native 11","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",4866,0.5,0.5
